Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","NMBU_ W06E18","SAMN13545722","PRJNA559807","GCA_013282195.1","Complete",5.43672,50.4894,"chromosome:NZ_CP047609.1/CP047609.1; plasmid pNMBU_W06E18_Str1_1:NZ_CP047610.1/CP047610.1; plasmid pNMBU_W06E18_Str1_2:NZ_CP047611.1/CP047611.1; plasmid pNMBU_W06E18_Str1_3:NZ_CP047612.1/CP047612.1; plasmid pNMBU_W06E18_Str1_4:NZ_CP047613.1/CP047613.1",,5,4979,"2020-06-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/282/195/GCA_013282195.1_ASM1328219v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/282/195/GCF_013282195.1_ASM1328219v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","ST307PT02","SAMN07421004","PRJNA396106","GCA_003597715.1","Complete",5.57067,57.2052,"chromosome:NZ_CP022922.1/CP022922.1; plasmid pJYC02A:NZ_CP022923.1/CP022923.1",,2,5313,"2018-09-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/597/715/GCA_003597715.1_ASM359771v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/597/715/GCF_003597715.1_ASM359771v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","EC-12536","SAMEA4786455","PRJEB27468","GCA_900497475.1","Complete",5.38728,57.4256,"chromosome 1:NZ_LR025099.1/LR025099.1; plasmid pOXA-48_A12536:NZ_LR025100.1/LR025100.1",,2,5070,"2019-01-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/497/475/GCA_900497475.1_ASM90049747v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/497/475/GCF_900497475.1_ASM90049747v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","Kpn2166","SAMEA6081871","PRJEB34867","GCA_902723705.1","Complete",5.64994,57.1431,"chromosome Kpn2166:NZ_LR745045.1/LR745045.1; plasmid pCTX-M15_Kpn2166:NZ_LR745047.1/LR745047.1; plasmid pVIR_Kpn2166:NZ_LR745046.1/LR745046.1",,3,5260,"2020-01-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/723/705/GCA_902723705.1_Kpn2166","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/723/705/GCF_902723705.1_Kpn2166"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","AR_0125","SAMN04014966","PRJNA292902","GCA_002197505.1","Complete",5.72656,57.1216,"chromosome:NZ_CP021859.1/CP021859.1; plasmid tig00000001_pilon:NZ_CP021856.1/CP021856.1; plasmid tig00000002_pilon:NZ_CP021857.1/CP021857.1; plasmid tig00000005_pilon:NZ_CP021858.1/CP021858.1; plasmid tig00000007_pilon:NZ_CP021860.1/CP021860.1; plasmid tig00000009_pilon:NZ_CP021861.1/CP021861.1",,6,5381,"2017-06-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/197/505/GCA_002197505.1_ASM219750v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/197/505/GCF_002197505.1_ASM219750v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","4/0","SAMN07760930","PRJNA413669","GCA_003856615.1","Complete",5.50324,50.6814,"chromosome:NZ_CP023849.1/CP023849.1; plasmid p4_0.1:NZ_CP023850.1/CP023850.1; plasmid p4_0.2:NZ_CP023851.1/CP023851.1; plasmid p4_0.3:NZ_CP023852.1/CP023852.1",,4,5147,"2018-12-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/856/615/GCA_003856615.1_ASM385661v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/856/615/GCF_003856615.1_ASM385661v1"
"Klebsiella pneumoniae UHKPC07","Bacteria;Proteobacteria;Gammaproteobacteria","UHKPC07","SAMN02141972","PRJNA187296","GCA_000417265.2","Complete",5.52378,57.3213,"chromosome:NZ_CP011985.1/CP011985.1; plasmid pUHKPC07-113.639kb:NZ_CP011986.1/CP011986.1; plasmid pUHKPC07-13.841kb:NZ_CP011988.1/CP011988.1; plasmid pUHKPC07-74.026kb:NZ_CP011987.1/CP011987.1",,4,5288,"2015-07-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/417/265/GCA_000417265.2_ASM41726v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/417/265/GCF_000417265.2_ASM41726v2"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","459","SAMN05231873","PRJNA325418","GCA_002814015.1","Complete",5.32094,57.4,"chromosome:NZ_CP018306.1/CP018306.1",,1,5120,"2017-12-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/814/015/GCA_002814015.1_ASM281401v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/814/015/GCF_002814015.1_ASM281401v1"
"Escherichia coli 042","Bacteria;Proteobacteria;Gammaproteobacteria","042","SAMEA2272277","PRJEA40647","GCA_000027125.1","Complete",5.35532,50.5767,"chromosome:NC_017626.1/FN554766.1; plasmid pAA:NC_017627.1/FN554767.1",,2,4921,"2010-01-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/027/125/GCA_000027125.1_ASM2712v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/027/125/GCF_000027125.1_ASM2712v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","QS17-0029","SAMN07792096","PRJNA414481","GCA_003073235.1","Complete",5.61705,57.1056,"chromosome:NZ_CP024038.1/CP024038.1; plasmid pMR0617ctx:NZ_CP024040.1/CP024040.1; plasmid pMR0617mcr:NZ_CP024041.1/CP024041.1; plasmid pMR0617ndm:NZ_CP024039.1/CP024039.1; plasmid pMR0617oxa:NZ_CP024042.1/CP024042.1; plasmid pMRSN479404_4.7:NZ_CP024044.1/CP024044.1; plasmid pMRSN479404_5.3:NZ_CP024043.1/CP024043.1",,7,5236,"2017-10-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/073/235/GCA_003073235.1_ASM307323v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/073/235/GCF_003073235.1_ASM307323v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","RM9131","SAMN08822959","PRJNA448153","GCA_003288295.1","Complete",5.43269,50.5081,"chromosome:NZ_CP028429.1/CP028429.1; plasmid pRM9131-1:NZ_CP028430.1/CP028430.1; plasmid pRM9131-2:NZ_CP028431.1/CP028431.1",,3,5004,"2018-07-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/288/295/GCA_003288295.1_ASM328829v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/288/295/GCF_003288295.1_ASM328829v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","2N3","SAMN08222601","PRJNA427082","GCA_002850275.3","Complete",5.31955,57.3,"chromosome:NZ_CP025541.3/CP025541.3",,1,4976,"2018-01-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/850/275/GCA_002850275.3_ASM285027v3","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/850/275/GCF_002850275.3_ASM285027v3"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","CAV1193","SAMN03733725","PRJNA246471","GCA_001456135.1","Complete",5.8747,57.0929,"chromosome:NZ_CP013322.1/CP013322.1; plasmid pCAV1193-166:NZ_CP013324.1/CP013324.1; plasmid pCAV1193-258:NZ_CP013323.1/CP013323.1; plasmid pCAV1193-3741:NZ_CP013321.1/CP013321.1; plasmid pCAV1193-78:NZ_CP013326.1/CP013326.1; plasmid pKPC_CAV1193:NZ_CP013325.1/CP013325.1",,6,5721,"2015-12-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/456/135/GCA_001456135.1_ASM145613v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/456/135/GCF_001456135.1_ASM145613v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","TA6363","SAMD00163748","PRJDB8047","GCA_010367305.1","Complete",5.65556,57.2172,"chromosome:NZ_AP019665.1/AP019665.1; plasmid pTMTA63631:NZ_AP019666.1/AP019666.1; plasmid pTMTA63632:NZ_AP019667.1/AP019667.1; plasmid pTMTA63633:NZ_AP019668.1/AP019668.1",,4,5244,"2019-04-26T23:04:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/367/305/GCA_010367305.1_ASM1036730v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/367/305/GCF_010367305.1_ASM1036730v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","Bckp067","SAMN14487965","PRJNA616352","GCA_012113655.1","Complete",5.54121,57.1025,"chromosome:NZ_CP050829.1/CP050829.1; plasmid pBckp067:NZ_CP050830.1/CP050830.1",,2,5254,"2020-04-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/113/655/GCA_012113655.1_ASM1211365v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/113/655/GCF_012113655.1_ASM1211365v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","UPEC132","SAMN11664985","PRJNA543375","GCA_007833875.1","Complete",5.45296,50.5328,"chromosome:NZ_CP040456.1/CP040456.1; plasmid unnamed1:NZ_CP040454.1/CP040454.1; plasmid unnamed2:NZ_CP040455.1/CP040455.1",,3,4943,"2019-08-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/833/875/GCA_007833875.1_ASM783387v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/833/875/GCF_007833875.1_ASM783387v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","RM9975","SAMN08823043","PRJNA448155","GCA_003288275.1","Complete",5.43242,50.5049,"chromosome:NZ_CP028432.1/CP028432.1; plasmid pRM9975-1:NZ_CP028433.1/CP028433.1; plasmid pRM9975-2:NZ_CP028434.1/CP028434.1",,3,5012,"2018-07-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/288/275/GCA_003288275.1_ASM328827v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/288/275/GCF_003288275.1_ASM328827v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","CRKP I","SAMN11047257","PRJNA525329","GCA_005347525.1","Complete",5.31808,57.5,"chromosome:NZ_CP037927.1/CP037927.1",,1,4965,"2019-05-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/347/525/GCA_005347525.1_ASM534752v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/347/525/GCF_005347525.1_ASM534752v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","PMK1","SAMN02885365","PRJNA253300","GCA_000764615.1","Complete",5.99074,56.5508,"chromosome:NZ_CP008929.1/CP008929.1; plasmid pPMK1-A:NZ_CP008930.1/CP008930.1; plasmid pPMK1-B:NZ_CP008931.1/CP008931.1; plasmid pPMK1-C:NZ_CP008932.1/CP008932.1; plasmid pPMK1-NDM:NZ_CP008933.1/CP008933.1",,5,5619,"2014-10-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/764/615/GCA_000764615.1_ASM76461v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/764/615/GCF_000764615.1_ASM76461v1"
"Klebsiella pneumoniae subsp. pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","H11","SAMN04244588","PRJNA301380","GCA_002761515.1","Complete",5.31682,57.4,"chromosome:NZ_CP018056.1/CP018056.1",,1,4960,"2017-11-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/761/515/GCA_002761515.1_ASM276151v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/761/515/GCF_002761515.1_ASM276151v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","KPNIH45","SAMN03455990","PRJNA430813","GCA_002918585.2","Complete",5.57151,57.1669,"chromosome:NZ_CP036450.1/CP036450.1; plasmid pKPC-610e:NZ_CP036449.1/CP036449.1; plasmid pKPC-e4b7:NZ_CP036448.1/CP036448.1; plasmid unnamed1:NZ_CP036446.1/CP036446.1; plasmid unnamed2:NZ_CP036447.1/CP036447.1",,5,5327,"2019-02-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/918/585/GCA_002918585.2_ASM291858v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/918/585/GCF_002918585.2_ASM291858v2"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","FDAARGOS_497","SAMN10163173","PRJNA231221","GCA_003812945.1","Complete",5.51323,50.4083,"chromosome:NZ_CP033850.1/CP033850.1; plasmid unnamed1:NZ_CP033847.1/CP033847.1; plasmid unnamed2:NZ_CP033848.1/CP033848.1; plasmid unnamed3:NZ_CP033849.1/CP033849.1; plasmid unnamed4:NZ_CP033851.1/CP033851.1; plasmid unnamed5:NZ_CP033852.1/CP033852.1; plasmid unnamed6:NZ_CP033853.1/CP033853.1",,7,5132,"2018-11-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/812/945/GCA_003812945.1_ASM381294v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/812/945/GCF_003812945.1_ASM381294v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","NMBU-W07E18","SAMN12565093","PRJNA559807","GCA_013282295.1","Complete",5.51135,57.2145,"chromosome:NZ_CP042882.1/CP042882.1; plasmid pNMBU-W07E18_01:NZ_CP042883.1/CP042883.1; plasmid pNMBU-W07E18_02:NZ_CP042884.1/CP042884.1",,3,5171,"2020-06-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/282/295/GCA_013282295.1_ASM1328229v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/282/295/GCF_013282295.1_ASM1328229v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","Ecol_656","SAMN05511161","PRJNA316786","GCA_002012065.1","Complete",5.40514,50.775,"chromosome:NZ_CP018979.1/CP018979.1; plasmid pEC656_1:NZ_CP018978.1/CP018978.1; plasmid pEC656_KPC:NZ_CP018977.1/CP018977.1",,3,5037,"2017-03-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/012/065/GCA_002012065.1_ASM201206v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/012/065/GCF_002012065.1_ASM201206v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","34618","SAMN03067424","PRJNA259789","GCA_000814305.1","Complete",5.64991,57.2079,"chromosome:NZ_CP010392.1/CP010392.1; plasmid p34618-13.841kb:NZ_CP010394.1/CP010394.1; plasmid p34618-207.543kb:NZ_CP010393.1/CP010393.1; plasmid p34618-43.380kb:NZ_CP010395.1/CP010395.1; plasmid p34618-71.572kb:NZ_CP010396.1/CP010396.1",,5,5371,"2015-01-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/814/305/GCA_000814305.1_ASM81430v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/814/305/GCF_000814305.1_ASM81430v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","UCLAOXA232KP","SAMN04008893","PRJNA293620","GCA_001741545.1","Complete",5.79855,57.018,"chromosome:NZ_CP012568.1/CP012568.1; plasmid pUCLAOXA232-3.X:NZ_CP012569.1/CP012569.1; plasmid pUCLAOXA232-4.X:NZ_CP012570.1/CP012570.1; plasmid pUCLAOXA232-5.X:NZ_CP012571.1/CP012571.1; plasmid pUCLAOXA232-6.X:NZ_CP012572.1/CP012572.1",,5,5527,"2016-09-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/741/545/GCA_001741545.1_ASM174154v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/741/545/GCF_001741545.1_ASM174154v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","MS8345","SAMN08148171","PRJNA421388","GCA_002846135.1","Complete",5.59542,50.3909,"chromosome:NZ_CP025401.1/CP025401.1; plasmid pMS8345A:NZ_CP025402.1/CP025402.1; plasmid pMS8345B:NZ_CP025403.1/CP025403.1",,3,5160,"2017-12-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/846/135/GCA_002846135.1_ASM284613v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/846/135/GCF_002846135.1_ASM284613v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","K2606","SAMN13831363","PRJNA600779","GCA_011006575.1","Complete",5.81577,56.9629,"chromosome:NZ_CP047633.1/CP047633.1; plasmid unnamed1:NZ_CP047634.1/CP047634.1; plasmid unnamed2:NZ_CP047635.1/CP047635.1; plasmid unnamed3:NZ_CP047636.1/CP047636.1; plasmid unnamed4:NZ_CP047637.1/CP047637.1; plasmid unnamed5:NZ_CP047638.1/CP047638.1",,6,5567,"2020-02-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/006/575/GCA_011006575.1_ASM1100657v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/006/575/GCF_011006575.1_ASM1100657v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","UCLAOXA232KP_Pt0","SAMN04008891","PRJNA293620","GCA_001721725.1","Complete",5.31274,57.5,"chromosome:NZ_CP012560.1/CP012560.1",,1,5004,"2016-09-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/721/725/GCA_001721725.1_ASM172172v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/721/725/GCF_001721725.1_ASM172172v1"
"Escherichia coli O157:H7","Bacteria;Proteobacteria;Gammaproteobacteria","TB182A","SAMN11229499","PRJNA528413","GCA_013167255.1","Complete",5.36782,50.4123,"chromosome:NZ_CP038295.1/CP038295.1; plasmid pTB182A-2:NZ_CP038296.1/CP038296.1; plasmid pTB182A-3:NZ_CP038297.1/CP038297.1; plasmid pTB182A-4:NZ_CP038298.1/CP038298.1; plasmid pTB182A-5:NZ_CP038299.1/CP038299.1",,5,4904,"2020-05-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/167/255/GCA_013167255.1_ASM1316725v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/167/255/GCF_013167255.1_ASM1316725v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","PF9285","SAMN11333172","PRJNA530748","GCA_004771235.1","Complete",5.44189,50.6745,"chromosome:NZ_CP038791.1/CP038791.1; plasmid pDW54_1:NZ_CP038792.1/CP038792.1; plasmid pDW54_2:NZ_CP038793.1/CP038793.1; plasmid pDW54_3:NZ_CP038794.1/CP038794.1; plasmid pDW54_4:NZ_CP038795.1/CP038795.1",,5,4969,"2019-04-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/771/235/GCA_004771235.1_ASM477123v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/771/235/GCF_004771235.1_ASM477123v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","AR_0075","SAMN04014916","PRJNA292904","GCA_003571605.1","Complete",5.96185,56.8717,"chromosome:NZ_CP032185.1/CP032185.1; plasmid unnamed1:NZ_CP032186.1/CP032186.1; plasmid unnamed2:NZ_CP032187.1/CP032187.1; plasmid unnamed3:NZ_CP032188.1/CP032188.1; plasmid unnamed4:NZ_CP032189.1/CP032189.1; plasmid unnamed5:NZ_CP032190.1/CP032190.1; plasmid unnamed6:NZ_CP032191.1/CP032191.1",,7,5772,"2018-09-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/571/605/GCA_003571605.1_ASM357160v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/571/605/GCF_003571605.1_ASM357160v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","UCLAOXA232KP","SAMN04008892","PRJNA293620","GCA_001741665.1","Complete",5.88049,56.9253,"chromosome:NZ_CP012561.1/CP012561.1; plasmid pUCLAOXA232-1:NZ_CP012562.1/CP012562.1; plasmid pUCLAOXA232-2:NZ_CP012563.1/CP012563.1; plasmid pUCLAOXA232-3:NZ_CP012564.1/CP012564.1; plasmid pUCLAOXA232-4:NZ_CP012565.1/CP012565.1; plasmid pUCLAOXA232-5:NZ_CP012566.1/CP012566.1; plasmid pUCLAOXA232-6:NZ_CP012567.1/CP012567.1",,7,5621,"2016-09-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/741/665/GCA_001741665.1_ASM174166v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/741/665/GCF_001741665.1_ASM174166v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","DA12090","SAMN09271081","PRJNA473316","GCA_007833575.1","Complete",5.49746,57.3043,"chromosome:NZ_CP030072.1/CP030072.1; plasmid pDA12090.1:NZ_CP030071.1/CP030071.1",,2,5151,"2019-08-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/833/575/GCA_007833575.1_ASM783357v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/833/575/GCF_007833575.1_ASM783357v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","AR_0097","SAMN04014938","PRJNA292904","GCA_003571645.1","Complete",5.70373,57.0139,"chromosome:NZ_CP032200.1/CP032200.1; plasmid unnamed1:NZ_CP032195.1/CP032195.1; plasmid unnamed2:NZ_CP032196.1/CP032196.1; plasmid unnamed3:NZ_CP032197.1/CP032197.1; plasmid unnamed4:NZ_CP032198.1/CP032198.1; plasmid unnamed5:NZ_CP032199.1/CP032199.1",,6,5504,"2018-09-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/571/645/GCA_003571645.1_ASM357164v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/571/645/GCF_003571645.1_ASM357164v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","AR_0085","SAMN04014926","PRJNA292904","GCA_003204155.1","Complete",5.57454,50.6142,"chromosome:NZ_CP029741.1/CP029741.1; plasmid unnamed1:NZ_CP029742.1/CP029742.1; plasmid unnamed2:NZ_CP029743.1/CP029743.1; plasmid unnamed3:NZ_CP029744.1/CP029744.1",,4,5141,"2018-06-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/204/155/GCA_003204155.1_ASM320415v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/204/155/GCF_003204155.1_ASM320415v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","AR_0372","SAMN07291515","PRJNA316321","GCA_002968735.1","Complete",5.48787,50.573,"chromosome:NZ_CP027134.1/CP027134.1; plasmid unnamed1:NZ_CP027130.1/CP027130.1; plasmid unnamed2:NZ_CP027132.1/CP027132.1; plasmid unnamed3:NZ_CP027131.1/CP027131.1; plasmid unnamed4:NZ_CP027133.1/CP027133.1; plasmid unnamed5:NZ_CP027129.1/CP027129.1",,6,5003,"2018-03-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/968/735/GCA_002968735.1_ASM296873v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/968/735/GCF_002968735.1_ASM296873v1"
"Klebsiella pneumoniae subsp. pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","BR7","SAMN06173548","PRJNA358426","GCA_002951555.1","Complete",5.43135,57.3631,"chromosome:NZ_CP018883.1/CP018883.1; plasmid unnamed1:NZ_CP018884.1/CP018884.1",,2,5079,"2018-02-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/951/555/GCA_002951555.1_ASM295155v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/951/555/GCF_002951555.1_ASM295155v1"
"Klebsiella pneumoniae subsp. pneumoniae KPR0928","Bacteria;Proteobacteria;Gammaproteobacteria","KPR0928","SAMN02786856","PRJNA198784","GCA_000717515.1","Complete",5.43679,57.3174,"chromosome:NZ_CP008831.1/CP008831.1; plasmid pKPN-294:NZ_CP008832.1/CP008832.1; plasmid pKpQIL-531:NZ_CP008833.1/CP008833.1",,3,5197,"2014-07-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/717/515/GCA_000717515.1_ASM71751v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/717/515/GCF_000717515.1_ASM71751v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","FC853_EC","SAMN11974795","PRJNA547676","GCA_006351885.1","Complete",5.54514,50.4381,"chromosome:NZ_CP040919.1/CP040919.1; plasmid p853EC1:NZ_CP040920.1/CP040920.1; plasmid p853EC2:NZ_CP040921.1/CP040921.1; plasmid p853EC3:NZ_CP040922.1/CP040922.1; plasmid p853EC4:NZ_CP040923.1/CP040923.1",,5,4986,"2019-06-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/351/885/GCA_006351885.1_ASM635188v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/351/885/GCF_006351885.1_ASM635188v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","50579417","SAMN04158294","PRJNA505105","GCA_003813145.1","Complete",5.55071,50.5548,"chromosome:NZ_CP033884.1/CP033884.1; plasmid p50579417_1:NZ_CP033882.1/CP033882.1; plasmid p50579417_2:NZ_CP033883.1/CP033883.1; plasmid p50579417_3_OXA-48:NZ_CP033880.1/CP033880.1; plasmid p50579417_4:NZ_CP033881.1/CP033881.1; plasmid p50579417_5:NZ_CP033879.1/CP033879.1",,6,5108,"2018-11-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/813/145/GCA_003813145.1_ASM381314v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/813/145/GCF_003813145.1_ASM381314v1"
